 -.562499913 -.000441834316  .000690604958
 -.562497723 -.00226368439  .00347150907
 -.562486358 -.00554018947  .00847291758
 -.562453122 -.0102701195  .0156933661
 -.562379721 -.0164507367  .0251298322
 -.562242325 -.0240783684  .0367792118
 -.562011635 -.0331484627  .0506391742
 -.561652973 -.0436556014  .0667090984
 -.561126383 -.055593506  .0849911128
 -.560386757 -.0689550422  .105491195
 -.559383962 -.0837322242  .128220264
 -.558063 -.0999162203  .153195159
 -.556364165 -.117497358  .18043939
 -.554223231 -.136465129  .209983475
 -.55157164 -.156808196  .241864689
 -.548336715 -.178514402  .276125979
 -.544441877 -.201570772  .312813784
 -.539806882 -.225963526  .351974497
 -.534348063 -.251678086  .393649263
 -.527978588 -.278699081  .437866869
 -.520608728 -.307010363  .48463451
 -.512146133 -.336595009  .533926295
 -.502496121 -.367435337  .585669521
 -.491561969 -.399512915  .639728914
 -.479245218 -.432808571  .695889293
 -.465445984 -.467302403  .753837428
 -.450063271 -.502973796  .813144196
 -.432995296 -.53980143  .873248546
 -.414139812 -.577763293  .933445098
 -.39339444 -.616836696  .992877541
 -.370657002 -.656998285  1.0505401
 -.345825852 -.698224056  1.1052893
 -.318800219 -.74048937  1.15586791
 -.289480538 -.783768965  1.20094227
 -.257768787 -.828036974  1.23915304
 -.223568825 -.873266937  1.26917828
 -.186786721 -.919431823  1.28980578
 -.147331085 -.966504039  1.3000104
 -.105113395 -1.01445545  1.29903021
 -.0600483132 -1.0632574  1.28643459
 -.0120540076 -1.11288071  1.262177
  .0389475435 -1.16329574  1.22662556
  .0930302486 -1.21447234  1.18056643
  .150263609 -1.26637993  1.12517722
  .210712433 -1.31898748  1.06197083
  .274436564 -1.37226356  .992713521
  .34149061 -1.42617631  .919324205
  .411923694 -1.48069352  .843764115
  .485779209 -1.53578261  .767927405
  .563094589 -1.59141064  .693542783
  .64390109 -1.64754437  .622094709
  .728223588 -1.70415025  .554769932
  .816080387 -1.76119444  .492431825
  .907483047 -1.81864286  .435621582
  1.00243622 -1.87646116  .384582464
  1.10093751 -1.93461479  .339301241
  1.20297734 -1.993069  .299560019
  1.30853885 -2.05178883  .264991759
  1.41759778 -2.11073921  .235133719
  1.53012241 -2.16988489  .209474581
  1.64607349 -2.22919052  .187492703
