 -.249999916 -.000290315182  1.80262504
 -.249997789 -.00148677998  1.80262136
 -.249986761 -.00363856133  1.80260227
 -.249954507 -.00674485141  1.80254645
 -.249883277 -.0108038522  1.80242318
 -.249749944 -.0158131518  1.80219245
 -.249526078 -.0217697608  1.801805
 -.249178024 -.028670121  1.80120252
 -.248667012 -.036510109  1.80031772
 -.247949265 -.0452850394  1.79907445
 -.246976136 -.054989668  1.79738788
 -.245694253 -.0656181944  1.79516457
 -.244045676 -.0771642664  1.79230256
 -.241968079 -.0896209831  1.78869154
 -.239394934 -.102980899  1.78421286
 -.236255713 -.11723603  1.7787397
 -.232476103 -.132377855  1.77213722
 -.227978234 -.148397325  1.76426275
 -.222680914 -.165284865  1.7549662
 -.21649988 -.183030381  1.7440906
 -.209348058 -.201623267  1.73147293
 -.201135831 -.221052411  1.71694536
 -.191771317 -.241306201  1.70033693
 -.181160656 -.26237253  1.68147584
 -.1692083 -.284238808  1.66019249
 -.155817322 -.306891965  1.63632325
 -.140889713 -.330318463  1.60971518
 -.124326702 -.354504299  1.58023158
 -.106029067 -.379435018  1.54775847
 -.0858974581 -.405095719  1.51221175
 -.0638327189 -.431471066  1.47354496
 -.0397362129 -.458545295  1.43175723
 -.0135101489 -.486302222  1.386901
  .0149420923 -.514725259  1.33908908
  .0457156314 -.543797418  1.28850036
  .0789037659 -.573501322  1.23538357
  .114597648 -.603819218  1.18005848
  .152885962 -.634732985  1.12291398
  .193854614 -.666224147  1.0644027
  .237586415 -.698273883  1.00503188
  .284160776 -.730863035  .945350708
  .333653411 -.763972127  .8859344
  .386136041 -.79758137  .827365876
  .441676111 -.831670675  .770215879
  .500336514 -.866219668  .71502284
  .56217532 -.901207701  .662273764
  .627245523 -.93661386  .612387448
  .695594792 -.972416985  .565701182
  .767265237 -1.00859568  .522461814
  .842293184 -1.04512831  .482821699
  .920708963 -1.08199305  .446839625
  1.00253672 -1.11916787  .414486408
  1.08779421 -1.15663054  .385654445
  1.17649265 -1.19435868  .360170282
  1.26863656 -1.23232973  .337809037
  1.36422361 -1.270521  .318309537
  1.46324452 -1.30890967  .301389076
  1.5656829 -1.34747278  .286756904
  1.67151524 -1.3861873  .274125793
  1.78071074 -1.42503008  .263221292
  1.89323132 -1.46397791  .253788535
  2.00903156 -1.5030075  .245596695
  2.12805866 -1.54209554  .238441324
  2.25025243 -1.58121865  .23214494
  2.37554535 -1.62035346  .226556252
