 -.249999916 -.000290315182  1.83030079
 -.249997789 -.00148677998  1.83029249
 -.249986761 -.00363856133  1.83024949
 -.249954507 -.00674485141  1.83012375
 -.249883277 -.0108038522  1.82984608
 -.249749944 -.0158131518  1.82932637
 -.249526078 -.0217697608  1.82845381
 -.249178024 -.028670121  1.82709729
 -.248667012 -.036510109  1.82510581
 -.247949265 -.0452850394  1.82230895
 -.246976136 -.054989668  1.81851751
 -.245694253 -.0656181944  1.81352419
 -.244045676 -.0771642664  1.80710442
 -.241968079 -.0896209831  1.79901738
 -.239394934 -.102980899  1.7890073
 -.236255713 -.11723603  1.77680498
 -.232476103 -.132377855  1.76212988
 -.227978234 -.148397325  1.74469269
 -.222680914 -.165284865  1.72419875
 -.21649988 -.183030381  1.70035235
 -.209348058 -.201623267  1.67286224
 -.201135831 -.221052411  1.64144857
 -.191771317 -.241306201  1.6058513
 -.181160656 -.26237253  1.56584039
 -.1692083 -.284238808  1.52122759
 -.155817322 -.306891965  1.47187983
 -.140889713 -.330318463  1.41773375
 -.124326702 -.354504299  1.35881085
 -.106029067 -.379435018  1.29523242
 -.0858974581 -.405095719  1.22723307
 -.0638327189 -.431471066  1.15517177
 -.0397362129 -.458545295  1.07953863
 -.0135101489 -.486302222  1.0009564
  .0149420923 -.514725259  .920175063
  .0457156314 -.543797418  .838058749
  .0789037659 -.573501322  .755564547
  .114597648 -.603819218  .673713404
  .152885962 -.634732985  .593554212
  .193854614 -.666224147  .516122908
  .237586415 -.698273883  .442399163
  .284160776 -.730863035  .373263757
  .333653411 -.763972127  .309459962
  .386136041 -.79758137  .251562132
  .441676111 -.831670675  .199954147
  .500336514 -.866219668  .154819534
  .56217532 -.901207701  .116143935
  .627245523 -.93661386  .0837294081
  .695594792 -.972416985  .0572189004
  .767265237 -1.00859568  .036128309
  .842293184 -1.04512831  .0198829828
  .920708963 -1.08199305  .00785534946
  1.00253672 -1.11916787 -.000599409203
  1.08779421 -1.15663054 -.00611214258
  1.17649265 -1.19435868 -.00927469599
  1.26863656 -1.23232973 -.0106219027
  1.36422361 -1.270521 -.0106206259
