   -.3422499468657835E+01   -.2697049172219678E-02    .3107447673158578E+01
   -.3422485578697263E+01   -.1405089443688718E-01    .3107431301049368E+01
   -.3422413207057106E+01   -.3447021015641242E-01    .3107346320346158E+01
   -.3422201295757467E+01   -.6394733051722255E-01    .3107097697476002E+01
   -.3421733081381011E+01   -.1024651935730972E+00    .3106548340251063E+01
   -.3420856444616937E+01   -.1500009106443456E+00    .3105519045935500E+01
   -.3419384365519575E+01   -.2065261146611310E+00    .3103788064122178E+01
   -.3417095483598515E+01   -.2720070394977505E+00    .3101090010722976E+01
   -.3413734761364003E+01   -.3464045567350471E+00    .3097113859220565E+01
   -.3409014249666458E+01   -.4296742045622358E+00    .3091499779400801E+01
   -.3402613952908895E+01   -.5217662164966559E+00    .3083834718096544E+01
   -.3394182791958686E+01   -.6226255520660778E+00    .3073646849560340E+01
   -.3383339662338746E+01   -.7321919301539501E+00    .3060399390402894E+01
   -.3369674585037808E+01   -.8503998652589357E+00    .3043484789422857E+01
   -.3352749947045611E+01   -.9771787067602253E+00    .3022220956671823E+01
   -.3332101828491946E+01   -.1112452681216267E+01    .2995851942174888E+01
   -.3307241413049186E+01   -.1256140937696342E+01    .2963556215293030E+01
   -.3277656478046749E+01   -.1408157596130492E+01    .2924466272388222E+01
   -.3242812960543290E+01   -.1568411798655689E+01    .2877703493293775E+01
   -.3202156595408910E+01   -.1736807763931296E+01    .2822431706993703E+01
   -.3155114621285714E+01   -.1913244844393571E+01    .2757931519517641E+01
   -.3101097550121044E+01   -.2097617586416293E+01    .2683694814480641E+01
   -.3039500995804236E+01   -.2289815793342342E+01    .2599534747433351E+01
   -.2969707557284997E+01   -.2489724591349089E+01    .2505701114916353E+01
   -.2891088751410019E+01   -.2697224498108536E+01    .2402985057481472E+01
   -.2803006990584441E+01   -.2912191494201404E+01    .2292792512378596E+01
   -.2704817600246725E+01   -.3134497097242609E+01    .2177164654334629E+01
   -.2595870871039486E+01   -.3364008438673934E+01    .2058726639707475E+01
   -.2475514140465319E+01   -.3600588343178069E+01    .1940553378039324E+01
   -.2343093898735717E+01   -.3844095410666603E+01    .1825953313097051E+01
   -.2197957913453155E+01   -.4094384100792976E+01    .1718188594454425E+01
   -.2039457367711278E+01   -.4351304819939948E+01    .1620168883096979E+01
   -.1866949006156277E+01   -.4614704010629564E+01    .1534167591224329E+01
   -.1679797283523845E+01   -.4884424243302230E+01    .1461608030402886E+01
   -.1477376510150743E+01   -.5160304310410030E+01    .1402955581801765E+01
   -.1259072988958057E+01   -.5442179322768059E+01    .1357734263699671E+01
   -.1024287138414638E+01   -.5729880808106187E+01    .1324663378295902E+01
   -.7724355960139184E+00   -.6023236811762382E+01    .1301886349428243E+01
   -.5029532968354378E+00   -.6322071999457366E+01    .1287246325012086E+01
   -.2152955218136401E+00   -.6626207762089209E+01    .1278557203367753E+01
    .9106008959915357E-01   -.6935462322485244E+01    .1273825833587754E+01
    .4166115676112461E+00   -.7249650844047454E+01    .1271398094505173E+01
    .7618306862572721E+00   -.7568585541226449E+01    .1270022304421952E+01
    .1127161088594009E+01   -.7892075791757957E+01    .1268841513754840E+01
    .1513016467854366E+01   -.8219928250594787E+01    .1267337240646308E+01
    .1919778809360541E+01   -.8551946965466158E+01    .1265249877081500E+01
    .2347796697858539E+01   -.8887933493995295E+01    .1262496979583513E+01
    .2797383694786164E+01   -.9227687022305350E+01    .1259103183090073E+01
    .3268816789825265E+01   -.9571004485042721E+01    .1255147741936597E+01
    .3762334930917111E+01   -.9917680686746033E+01    .1250729817602374E+01
    .4278137636737553E+01   -.1026750842448825E+02    .1245948322668735E+01
    .4816383695436669E+01   -.1062027861171862E+02    .1240892061456869E+01
    .5377189953246012E+01   -.1097578040323047E+02    .1235636264641029E+01
    .5960630196346380E+01   -.1133380132118002E+02    .1230242586390580E+01
    .6566734129170151E+01   -.1169412738208112E+02    .1224760661281133E+01
    .7195486452085794E+01   -.1205654322469980E+02    .1219230136425461E+01
    .7846826041177889E+01   -.1242083223877230E+02    .1213682641815096E+01
    .8520645232595506E+01   -.1278677669446966E+02    .1208143482623462E+01
    .9216789213694657E+01   -.1315415787253140E+02    .1202633003546365E+01
    .9935055522947902E+01   -.1352275619499061E+02    .1197167650138662E+01
    .1067519366033664E+02   -.1389235135641223E+02    .1191760778524160E+01
    .1143690480967948E+02   -.1426272245556619E+02    .1186423268138008E+01
    .1221984167408435E+02   -.1463364812745662E+02    .1181163985811687E+01
    .1302360842544277E+02   -.1500490667562819E+02    .1175990140205996E+01
    .1384776076861366E+02   -.1537627620467066E+02    .1170907556395518E+01
    .1469180612067011E+02   -.1574753475284223E+02    .1165920892536522E+01
    .1555520390530847E+02   -.1611846042473266E+02    .1161033814335243E+01
    .1643736596224378E+02   -.1648883152388663E+02    .1156249138381509E+01
    .1733765707114048E+02   -.1685842668530825E+02    .1151568952063522E+01
    .1825539558935318E+02   -.1722702500776745E+02    .1146994715436959E+01
    .1918985420247951E+02   -.1759440618582919E+02    .1142527348817176E+01
    .2014026078645604E+02   -.1796035064152655E+02    .1138167308779602E+01
    .2110579937966060E+02   -.1832463965559906E+02    .1133914654526573E+01
    .2208561126321912E+02   -.1868705549821774E+02    .1129769106091426E+01
    .2307879614745509E+02   -.1904738155911884E+02    .1125730095521859E+01
    .2408441346216303E+02   -.1940540247706839E+02    .1121796811959744E+01
    .2510148374813677E+02   -.1976090426858023E+02    .1117968241378193E+01
    .2612899014713865E+02   -.2011367445581061E+02    .1114243201625035E+01
    .2716587998725647E+02   -.2046350219355282E+02    .1110620373339597E+01
    .2821106646036413E+02   -.2081017839525613E+02    .1107098327245519E+01
    .2926343038817738E+02   -.2115349585799351E+02    .1103675548266575E+01
    .3032182207318030E+02   -.2149324938630356E+02    .1100350456854130E+01
