  -5.06249988 -.00157413549  1.40160306
 -5.06249676 -.00810092001  1.4016022
 -5.06248056 -.0198390114  1.40160071
 -5.06243318 -.0367840031  1.40159867
 -5.06232853 -.0589260868  1.40159618
 -5.06213262 -.086252105  1.40159342
 -5.06180368 -.118745751  1.40159059
 -5.06129224 -.156387614  1.40158798
 -5.06054134 -.199155201  1.40158597
 -5.05948665 -.247022952  1.40158507
 -5.05805667 -.299962261  1.401586
 -5.05617298 -.357941486  1.40158975
 -5.05375044 -.420925975  1.40159769
 -5.05069744 -.488878083  1.40161168
 -5.04691624 -.561757197  1.40163423
 -5.04230318 -.639519757  1.40166871
 -5.03674907 -.722119288  1.40171946
 -5.03013947 -.80950642  1.40179204
 -5.02235508 -.901628923  1.4018934
 -5.01327205 -.998431738  1.402032
 -5.00276245 -1.09985701  1.40221785
 -4.99069457 -1.20584411  1.40246244
 -4.97693339 -1.3163297  1.4027784
 -4.96134098 -1.43124774  1.40317887
 -4.94377694 -1.55052954  1.40367645
 -4.92409883 -1.67410383  1.40428148
 -4.90216263 -1.80189672  1.40499972
 -4.87782318 -1.93383185  1.40582901
 -4.85093468 -2.06983037  1.40675503
 -4.82135113 -2.20981097  1.40774603
 -4.78892683 -2.35369001  1.40874657
 -4.75351682 -2.50138149  1.40967085
 -4.7149774 -2.65279713  1.41039596
 -4.67316659 -2.80784644  1.41075635
 -4.6279446 -2.96643674  1.41054096
 -4.57917433 -3.12847325  1.40949484
 -4.52672183 -3.29385912  1.40732771
 -4.47045678 -3.46249551  1.40373161
 -4.41025295 -3.63428161  1.39840979
 -4.34598863 -3.80911477  1.39111748
 -4.27754713 -3.98689048  1.38171348
 -4.20481719 -4.16750248  1.37021842
 -4.12769341 -4.35084284  1.35687117
 -4.04607669 -4.53680197  1.34216924
 -3.95987459 -4.72526872  1.32687053
 -3.86900179 -4.91613046  1.31192139
 -3.77338042 -5.1092731  1.29825817
 -3.67294041 -5.30458121  1.28643632
 -3.56761988 -5.50193806  1.27620012
 -3.45736547 -5.70122568  1.26645723
 -3.34213259 -5.90232497  1.25591442
 -3.22188577 -6.10511574  1.24371427
 -3.0965989 -6.30947678  1.22963628
 -2.96625551 -6.51528594  1.21399734
 -2.83084896 -6.72242022  1.19744906
 -2.69038266 -6.93075582  1.18077372
 -2.54487027 -7.14016821  1.16472077
 -2.39433585 -7.35053224  1.14989803
 -2.23881397 -7.56172216  1.13671719
 -2.07834988 -7.77361177  1.12538489
 -1.91299953 -7.98607442  1.11592636
 -1.74282968 -8.19898311  1.1082277
 -1.56791792 -8.4122106  1.10208452
 -1.38835268 -8.62562945  1.09724752
 -1.20423321 -8.83911209  1.09345929
 -1.01566957 -9.05253093  1.09048014
 -.82278251 -9.26575842  1.08810302
 -.625703441 -9.47866712  1.08615953
 -.42457427 -9.69112976  1.08451961
 -.219547279 -9.90301937  1.08308724
 -.0107849517 -10.1142093  1.08179448
  .201540214 -10.3245733  1.08059509
  .41724593 -10.5339857  1.07945885
  .636140354 -10.7423213  1.07836675
  .858022358 -10.9494556  1.07730738
  1.08268181 -11.1552648  1.07627422
  1.30989991 -11.3596258  1.07526381
  1.53944947 -11.5624166  1.07427451
  1.77109532 -11.7635159  1.07330569
  2.00459467 -11.9628035  1.07235719
  2.23969749 -12.1601603  1.07142906
  2.47614693 -12.3554684  1.07052127
  2.71367975 -12.5486111  1.06963363
  2.95202679 -12.7394728  1.06876555
  3.1909134 -12.9279396  1.06791603
  3.43005995 -13.1138987  1.0670834
  3.66918229 -13.2972391  1.06626526
  3.9079923 -13.4778511  1.06545828
  4.14619839 -13.6556268  1.06465811
  4.383506 -13.8304599  1.06385934
