  .884665796 -.482964516  .884586679  .884671041
  .889348461 -.48324953  .889345564  .889469998
  .893884945 -.484159943  .893824634  .893949067
  .898278182 -.48568964  .898206023  .898317146
  .902519919 -.487874066  .902458937  .902529861
  1.02911223 -.519736082  1.02910485  1.02913529
  1.03419093 -.520087371  1.03412276  1.03419368
  1.0391208 -.521121358  1.03909341  1.03917778
  1.04390437 -.522832609  1.04387845  1.04393591
