1.3271365e-08 17.306495
3.6841194e-07 17.306363
2.2249206e-06 17.305677
7.6684724e-06 17.303665
1.9709554e-05 17.299216
4.2281086e-05 17.290881
8.0235329e-05 17.276883
0.00013934006 17.255124
0.00022627405 17.223212
0.00034862177 17.17848
0.00051486747 17.118034
0.00073438843 17.038804
0.0010174477 16.937611
0.0013751857 16.811252
0.0018196119 16.656596
0.0023635949 16.470694
0.0030208526 16.250895
0.0038059411 15.994959
0.0047342433 15.701174
0.0058219568 15.368445
0.0070860809 14.996376
0.0085444033 14.585315
0.010215486 14.136374
0.01211865 13.651418
0.014273961 13.133026
0.016702212 12.584424
0.01942491 12.009407
0.022464252 11.41224
0.025843116 10.797563
0.029585036 10.170288
0.033714187 9.5355025
0.038255362 8.8983754
0.043233957 8.2640741
0.048675947 7.6376838
0.054607863 7.0241353
0.061056779 6.4281382
0.068050279 5.8541196
0.075616445 5.3061688
0.083783827 4.7879868
0.092581423 4.3028419
0.10203865 3.8535321
0.11218534 3.4423539
0.12305168 3.0710778
0.13466823 2.7409316
0.14706584 2.4525902
0.1602757 2.2061713
0.17432926 2.0012374
0.18925821 1.8368009
0.20509446 1.7113339
0.22187013 1.62278
0.23961751 1.5685692
0.258369 1.5456356
0.27815716 1.5504405
0.29901461 1.5790022
0.32097403 1.6269372
0.34406812 1.6895169
0.36832963 1.7617445
0.39379122 1.8384576
0.42048556 1.914459
0.44844519 1.9846766
0.47770258 2.044351
0.50829003 2.0892404
0.54023969 2.1158311
0.57358352 2.1215346
0.60835325 2.1048477
0.64458037 2.0654539
0.68229607 2.0042456
0.72153126 1.9232572
0.76231649 1.8255065
0.80468196 1.7147609
0.84865749 1.5952489
0.89427247 1.4713524
0.94155584 1.3473109
0.99053606 1.2269683
1.0412411 1.1135838
1.0936985 1.0097149
1.147935 0.91717404
1.203977 0.83704717
1.2618502 0.76976159
1.3215796 0.71518486
1.3831898 0.67273983
1.4467044 0.64152201
1.5121464 0.62040959
1.5795381 0.60815979
1.6489012 0.60348821
1.7202563 0.60513053
1.7936235 0.61188743
1.8690218 0.62265485
1.9464695 0.63644184
2.0259841 0.65237887
2.1075821 0.66971883
2.1912791 0.68783287
2.2770898 0.70620293
2.365028 0.72441212
2.4551064 0.74213419
2.5473367 0.75912261
2.6417298 0.77519995
2.7382954 0.79024766
2.8370422 0.80419658
2.9379778 0.81701826
3.0411089 0.82871703
3.1464408 0.83932295
3.253978 0.8488856
3.3637237 0.85746855
3.4756801 0.86514471
3.5898481 0.87199236
3.7062276 0.87809183
3.8248171 0.88352283
3.9456143 0.88836242
4.0686154 0.89268345
4.1938154 0.89655343
4.3212084 0.90003391
4.4507869 0.90318011
4.5825425 0.90604084
4.7164653 0.90865865
4.8525445 0.91107018
4.9907677 0.91330653
5.1311215 0.9153938
5.2735913 0.91735361
5.418161 0.91920366
5.5648134 0.92095827
5.7135302 0.92262887
5.8642916 0.9242245
6.0170767 0.92575223
6.1718634 0.92721752
6.3286281 0.9286246
6.4873463 0.9299767
6.6479921 0.93127632
6.8105384 0.93252543
6.9749567 0.93372563
7.1412175 0.93487824
7.3092901 0.93598446
7.4791425 0.93704542
7.6507415 0.93806224
7.8240528 0.93903604
7.9990407 0.93996802
8.1756687 0.94085945
8.3538987 0.94171167
8.533692 0.94252611
8.7150083 0.94330427
8.8978064 0.94404775
9.0820439 0.94475818
9.2676774 0.94543729
9.4546625 0.94608683
9.6429536 0.94670862
9.8325041 0.94730448
10.023266 0.94787629
10.215192 0.94842593
10.408231 0.94895529
10.602333 0.94946626
10.797447 0.94996075
10.993521 0.95044065
11.1905 0.95090783
11.388331 0.95136418
11.586959 0.95181154
11.786327 0.95225177
11.98638 0.95268669
12.187061 0.9531181
12.388309 0.95354779
12.590068 0.95397754
12.792277 0.95440908
12.994876 0.95484415
13.197805 0.95528445
13.401001 0.95573168
13.604402 0.95618748
13.807946 0.95665352
14.01157 0.95713139
14.21521 0.95762271
14.418802 0.95812902
14.622281 0.95865187
14.825582 0.95919276
15.02864 0.95975313
15.231388 0.96033442
15.433762 0.96093798
15.635694 0.96156512
15.837119 0.96221708
16.037968 0.962895
16.238176 0.96359998
16.437674 0.96433298
16.636397 0.96509487
16.834275 0.96588639
17.031243 0.96670817
17.227232 0.96756067
17.422175 0.96844424
17.616004 0.96935905
17.808653 0.97030513
18.000054 0.97128233
18.19014 0.97229035
18.378844 0.97332875
18.566099 0.97439691
18.75184 0.97549406
18.936 0.9766193
19.118513 0.97777158
19.299313 0.97894973
19.478336 0.98015242
19.655517 0.98137825
19.830792 0.98262566
20.004096 0.98389302
20.175368 0.98517859
20.344543 0.98648051
20.511561 0.98779686
20.676359 0.98912564
20.838877 0.99046475
20.999054 0.99181202
21.156831 0.99316525
21.312149 0.99452213
21.464951 0.99588034
21.615179 0.9972375
21.762777 0.99859121
21.90769 0.99993904
22.049862 1.0012786
22.18924 1.0026073
22.325772 1.0039229
22.459405 1.005223
22.59009 1.0065052
22.717775 1.0077673
22.842413 1.0090071
22.963956 1.0102225
23.082358 1.0114115
23.197572 1.0125722
23.309555 1.013703
23.418264 1.0148022
23.523656 1.0158683
23.625692 1.0169001
23.724332 1.0178965
23.819537 1.0188563
23.911271 1.0197788
23.999499 1.0206633
24.084185 1.0215092
24.165297 1.022316
24.242804 1.0230835
24.316676 1.0238114
24.386883 1.0244997
24.453398 1.0251484
