   -.2249991752368340E-01   -.8615607055678407E-04    .1657466451534860E-03
   -.2249783821992670E-01   -.4410897942562077E-03    .8476810317762947E-03
   -.2248705391334683E-01   -.1079420121540046E-02    .2074076401828391E-02
   -.2245551521704574E-01   -.2000907410622353E-02    .3844343997553337E-02
   -.2238586508649790E-01   -.3205018286248805E-02    .6157099972816927E-02
   -.2225549077524386E-01   -.4691037223051230E-02    .9010192047438106E-02
   -.2203659150935203E-01   -.6458077435144064E-02    .1240047771069712E-01
   -.2169626174560073E-01   -.8505083356201421E-02    .1632353363099607E-01
   -.2119658980850098E-01   -.1083083178869066E-01    .2077331292399981E-01
   -.2049477165918806E-01   -.1343393280737529E-01    .2574175620687500E-01
   -.1954323951057694E-01   -.1631283065712617E-01    .3121836163791623E-01
   -.1828980496567779E-01   -.1946580471208419E-01    .3718971982498231E-01
   -.1667781631934303E-01   -.2289097051806951E-01    .4363902055681017E-01
   -.1464632962798642E-01   -.2658628092609461E-01    .5054553960655860E-01
   -.1213029311704742E-01   -.3054952731984133E-01    .5788411536349034E-01
   -.9060744462251276E-02   -.3477834093796576E-01    .6562462678818334E-01
   -.5365020448115036E-02   -.3927019429121336E-01    .7373148618968481E-01
   -.9669784757533918E-03   -.4402240267389088E-01    .8216316261726851E-01
    .4212770638082879E-02   -.4903212576900434E-01    .9087175425736281E-01
    .1025661915756863E-01   -.5429636934622035E-01    .9980263110966915E-01
    .1724970883414770E-01   -.5981198705170471E-01    .1088941723168451E+00
    .2527966786269988E-01   -.6557568228881031E-01    .1180776256982786E+00
    .3443633905188007E-01   -.7158401018851351E-01    .1272771200528886E+00
    .4481149989568212E-01   -.7783337966843910E-01    .1364098632960232E+00
    .5649857525431241E-01   -.8432005557925182E-01    .1453865610021181E+00
    .6959234337178091E-01   -.9104016093713961E-01    .1541120898377030E+00
    .8418863597517093E-01   -.9798967924105774E-01    .1624864579942635E+00
    .1003840332163019E+00   -.1051644568733523E+00    .1704060793347451E+00
    .1182755542304064E+00   -.1125602055823308E+00    .1777653788674445E+00
    .1379603440984665E+00   -.1201725050452972E+00    .1844587338392140E+00
    .1595353580099763E+00   -.1279968055105200E+00    .1903827369840647E+00
    .1830970434310836E+00   -.1360284305165561E+00    .1954387465145113E+00
    .2087410210892910E+00   -.1442625796873056E+00    .1995356621236857E+00
    .2365617655901635E+00   -.1526943316011263E+00    .2025928390683090E+00
    .2666522864837659E+00   -.1613186467322948E+00    .2045430254944658E+00
    .2991038105988502E+00   -.1701303704630555E+00    .2053351843023346E+00
    .3340054664611147E+00   -.1791242361644574E+00    .2049370431442857E+00
    .3714439716081812E+00   -.1882948683441381E+00    .2033372077703895E+00
    .4115033236082748E+00   -.1976367858591733E+00    .2005466776408472E+00
    .4542644955819665E+00   -.2071444051920712E+00    .1965996204155472E+00
    .4998051370167796E+00   -.2168120437879551E+00    .1915532941936279E+00
    .5481992806529512E+00   -.2266339234509379E+00    .1854870521532243E+00
    .5995170562052632E+00   -.2366041737976608E+00    .1785004206919252E+00
    .6538244116705832E+00   -.2467168357659292E+00    .1707103047853798E+00
    .7111828429536798E+00   -.2569658651763521E+00    .1622474372921251E+00
    .7716491325249830E+00   -.2673451363448538E+00    .1532522459503111E+00
    .8352750978033389E+00   -.2778484457438992E+00    .1438703566588043E+00
    .9021073499344855E+00   -.2884695157102457E+00    .1342479792116735E+00
    .9721870636120032E+00   -.2992019981970045E+00    .1245274287050113E+00
    .1045549758561933E+01   -.3100394785677688E+00    .1148430214645220E+00
    .1122225093285176E+01   -.3209754794305413E+00    .1053175501901407E+00
    .1202236671623246E+01   -.3320034645091706E+00    .9605949303063965E-01
    .1285601862682983E+01   -.3431168425499810E+00    .8716105117277267E-01
    .1372331634624594E+01   -.3543089712612615E+00    .7869704584714624E-01
    .1462430402784842E+01   -.3655731612832591E+00    .7072464497994552E-01
    .1555895892573559E+01   -.3769026801863053E+00    .6328383771903795E-01
    .1652719017546812E+01   -.3882907564946829E+00    .5639853583154625E-01
    .1752883773024331E+01   -.3997305837338317E+00    .5007815667122376E-01
    .1856367145582032E+01   -.4112153244984710E+00    .4431953324165717E-01
    .1963139038712962E+01   -.4227381145392103E+00    .3910900131748526E-01
    .2073162214911665E+01   -.4342920668652029E+00    .3442452886950467E-01
    .2186392254398030E+01   -.4458702758603927E+00    .3023777573536710E-01
    .2302777530657142E+01   -.4574658214108927E+00    .2651599803519756E-01
    .2422259202931714E+01   -.4690717730410285E+00    .2322373904715200E-01
    .2544771225763263E+01   -.4806811940555753E+00    .2032427358715018E-01
    .2670240375637607E+01   -.4922871456857112E+00    .1778079464213704E-01
    .2798586294749411E+01   -.5038826912362112E+00    .1555734815770787E-01
    .2929721551859626E+01   -.5154609002314010E+00    .1361953424945756E-01
    .3063551720178791E+01   -.5270148525573934E+00    .1193500099359331E-01
    .3199975472168380E+01   -.5385376425981327E+00    .1047376099733699E-01
    .3338884691111827E+01   -.5500223833627722E+00    .9208361960233051E-02
    .3480164599266621E+01   -.5614622106019209E+00    .8113941246307887E-02
    .3623693902369017E+01   -.5728502869102987E+00    .7168191856027220E-02
    .3769344950223525E+01   -.5841798058133448E+00    .6351263752713983E-02
    .3916983913070658E+01   -.5954439958353424E+00    .5645620751176876E-02
    .4066470973388285E+01   -.6066361245466227E+00    .5035869465680727E-02
    .4217660532744680E+01   -.6177495025874332E+00    .4508573365632937E-02
    .4370401433284950E+01   -.6287774876660626E+00    .4052061927762655E-02
    .4524537193397022E+01   -.6397134885288350E+00    .3656242257742609E-02
    .4679906257068971E+01   -.6505509688995993E+00    .3312418386913652E-02
    .4836342256416156E+01   -.6612834513863582E+00    .3013121704428231E-02
    .4993674286824525E+01   -.6719045213527047E+00    .2751954617573561E-02
    .5151727194125658E+01   -.6824078307517500E+00    .2523448491217038E-02
    .5310321873189570E+01   -.6927871019202517E+00    .2322936147607578E-02
    .5469275577293351E+01   -.7030361313306747E+00    .2146438658884862E-02
    .5628402237597095E+01   -.7131487932989430E+00    .1990565789909024E-02
    .5787512792033583E+01   -.7231190436456659E+00    .1852429207578274E-02
    .5946415522894831E+01   -.7329409233086489E+00    .1729567430210665E-02
    .6104916402376869E+01   -.7426085619045327E+00    .1619881418953326E-02
    .6262819445324174E+01   -.7521161812374306E+00    .1521579691060235E-02
    .6419927068396888E+01   -.7614580987524657E+00    .1433131846658010E-02
    .6576040454867673E+01   -.7706287309321465E+00    .1353229435814613E-02
    .6730959924240405E+01   -.7796225966335484E+00    .1280753144918366E-02
    .6884485305870333E+01   -.7884343203643090E+00    .1214745346987384E-02
    .7036416315754584E+01   -.7970586354954775E+00    .1154387137584458E-02
    .7186552935653128E+01   -.8054903874092983E+00    .1098979065014897E-02
    .7334695793693484E+01   -.8137245365800477E+00    .1047924858584731E-02
    .7480646545607714E+01   -.8217561615860840E+00    .1000717559220175E-02
    .7624208255747329E+01   -.8295804620513066E+00    .9569275591256671E-03
    .7765185777021050E+01   -.8371927615142730E+00    .9161921571880095E-03
    .7903386128901461E+01   -.8445885102232515E+00    .8782063301776985E-03
    .8038618872649888E+01   -.8517632878555462E+00    .8427145025504890E-03
